name,team,minutes,expected_goals_conceded,saves,selected,bps,influence,creativity,position_DEF,position_FWD,position_GK,position_MID,GW,predicted_clean_sheets
Calvin Bassey,Fulham,85.71428571428571,1.141904761904762,0.0,45195.09523809524,10.142857142857142,15.371428571428572,2.6095238095238096,1.0,0.0,0.0,0.0,25,0.0
Cameron Archer,Southampton,45.19047619047619,1.2719047619047619,0.0,209315.66666666666,4.857142857142857,4.409523809523809,2.0428571428571427,0.0,1.0,0.0,0.0,25,0.0
Cameron Burgess,Ipswich,38.57142857142857,0.8847619047619049,0.0,157594.19047619047,3.619047619047619,9.885714285714286,1.9761904761904763,1.0,0.0,0.0,0.0,25,0.0
Cameron Humphreys,Ipswich,0.0,0.0,0.0,2273.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Cameron Peupion,Brighton,0.0,0.0,0.0,6195.428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Caoimhin Kelleher,Liverpool,36.0,0.484,1.2,188911.15,6.35,9.84,0.0,0.0,0.0,1.0,0.0,25,0.0
Carl Rushworth,Brighton,0.0,0.0,0.0,5629.571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Carlos Alcaraz Durán,Southampton,0.42857142857142855,0.0,0.0,3707.8571428571427,0.19047619047619047,0.4,0.7571428571428571,0.0,0.0,0.0,1.0,25,0.0
Carlos Baleba,Brighton,63.80952380952381,0.9571428571428572,0.0,18703.0,12.476190476190476,13.761904761904763,9.057142857142859,0.0,0.0,0.0,1.0,25,0.17
Carlos Henrique Casimiro,Man Utd,39.666666666666664,0.7504761904761905,0.0,62912.76190476191,9.285714285714286,11.866666666666667,11.27142857142857,0.0,0.0,0.0,1.0,25,0.0
Carlos Miguel dos Santos Pereira,Nott'm Forest,0.0,0.0,0.0,21203.619047619046,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Carlos Roberto Forbs Borges,Wolves,13.055555555555555,0.4466666666666666,0.0,2186.3888888888887,1.7777777777777777,1.4333333333333331,1.338888888888889,0.0,0.0,0.0,1.0,25,0.0
Carlos Soler,West Ham,43.888888888888886,0.9449999999999998,0.0,2136.1666666666665,7.388888888888889,5.98888888888889,8.822222222222221,0.0,0.0,0.0,1.0,25,0.0
Carlos Vinícius Alves Morais,Fulham,0.14285714285714285,0.0,0.0,39988.80952380953,0.2857142857142857,0.19047619047619047,0.0,0.0,1.0,0.0,0.0,25,0.0
Carney Chukwuemeka,Chelsea,0.0,0.0,0.0,5303.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Cesare Casadei,Chelsea,0.0,0.0,0.0,14160.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Chadi Riad Dnanou,Crystal Palace,4.285714285714286,0.06619047619047619,0.0,6739.333333333333,0.14285714285714285,0.8666666666666666,0.06190476190476191,1.0,0.0,0.0,0.0,25,0.0
Charlie Taylor,Southampton,12.523809523809524,0.36238095238095236,0.0,490066.38095238095,0.7619047619047619,3.457142857142857,1.2619047619047619,1.0,0.0,0.0,0.0,25,0.0
Cheick Doucouré,Crystal Palace,21.095238095238095,0.35857142857142854,0.0,7335.285714285715,3.380952380952381,2.7904761904761903,1.2238095238095237,0.0,0.0,0.0,1.0,25,0.0
Chiedozie Ogbene,Ipswich,12.473684210526315,0.12421052631578947,0.0,1081.4736842105262,1.5263157894736843,1.2,1.5894736842105264,0.0,0.0,0.0,1.0,25,0.0
Chris Mepham,Bournemouth,0.0,0.0,0.0,4003.3333333333335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Chris Richards,Crystal Palace,33.95238095238095,0.6404761904761904,0.0,13033.904761904761,3.5714285714285716,6.352380952380953,0.34285714285714286,1.0,0.0,0.0,0.0,25,0.0
Chris Wood,Nott'm Forest,79.0952380952381,0.9471428571428572,0.0,1949248.1904761905,21.857142857142858,23.685714285714287,6.1380952380952385,0.0,1.0,0.0,0.0,25,0.8
Christian Eriksen,Man Utd,29.952380952380953,0.5380952380952381,0.0,20514.85714285714,6.190476190476191,5.247619047619048,12.538095238095238,0.0,0.0,0.0,1.0,25,0.0
Christian Nørgaard,Brentford,69.95238095238095,1.2152380952380952,0.0,16961.428571428572,13.476190476190476,17.295238095238094,8.142857142857142,0.0,0.0,0.0,1.0,25,0.27
Christian Walton,Ipswich,17.142857142857142,0.3742857142857143,0.5714285714285714,19877.666666666668,2.380952380952381,4.6,0.47619047619047616,0.0,0.0,1.0,0.0,25,0.0
Christopher Nkunku,Chelsea,18.476190476190474,0.46,0.0,433982.3333333333,5.190476190476191,6.123809523809523,5.447619047619048,0.0,0.0,0.0,1.0,25,0.0
Cieran Slicker,Ipswich,0.0,0.0,0.0,77338.57142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Cody Gakpo,Liverpool,53.55,0.493,0.0,331425.1,15.95,17.58,15.594999999999999,0.0,1.0,0.0,0.0,25,0.0
Cole Palmer,Chelsea,87.52380952380952,1.3252380952380953,0.0,5696264.0,32.714285714285715,38.666666666666664,39.63333333333333,0.0,0.0,0.0,1.0,25,0.33
Conor Bradley,Liverpool,11.75,0.188,0.0,37118.35,2.35,2.17,0.75,1.0,0.0,0.0,0.0,25,0.0
Conor Chaplin,Ipswich,28.80952380952381,0.6952380952380952,0.0,13396.714285714286,5.476190476190476,4.552380952380953,5.733333333333333,0.0,0.0,0.0,1.0,25,0.0
Conor Coady,Leicester,33.904761904761905,0.7985714285714286,0.0,33613.90476190476,1.2857142857142858,6.923809523809524,1.1333333333333333,1.0,0.0,0.0,0.0,25,0.0
Conor Gallagher,Chelsea,0.0,0.0,0.0,22053.761904761905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Conor Townsend,Ipswich,0.047619047619047616,0.010952380952380953,0.0,43467.71428571428,0.09523809523809523,0.19047619047619047,0.47619047619047616,1.0,0.0,0.0,0.0,25,0.0
Corrie Ndaba,Ipswich,0.0,0.0,0.0,553.5714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Craig Dawson,Wolves,46.142857142857146,0.8838095238095237,0.0,19135.190476190477,2.7142857142857144,9.723809523809523,1.4904761904761905,1.0,0.0,0.0,0.0,25,0.0
Cristian Romero,Spurs,46.38095238095238,0.6123809523809524,0.0,746522.1428571428,8.80952380952381,11.885714285714286,4.5285714285714285,1.0,0.0,0.0,0.0,25,0.0
Crysencio Summerville,West Ham,36.95238095238095,0.8371428571428571,0.0,51863.57142857143,6.142857142857143,7.447619047619048,11.719047619047618,0.0,0.0,0.0,1.0,25,0.0
Curtis Jones,Liverpool,44.0,0.5385,0.0,39547.35,12.55,13.01,7.665000000000001,0.0,0.0,0.0,1.0,25,0.0
Daichi Kamada,Crystal Palace,36.523809523809526,0.6771428571428572,0.0,19633.619047619046,4.9523809523809526,5.847619047619047,9.066666666666666,0.0,0.0,0.0,1.0,25,0.0
Dan Burn,Newcastle,85.71428571428571,1.1547619047619047,0.0,1012882.0,13.095238095238095,16.504761904761907,1.5904761904761904,1.0,0.0,0.0,0.0,25,0.0
Dane Scarlett,Spurs,0.0,0.0,0.0,9413.333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Dango Ouattara,Bournemouth,45.95238095238095,0.7257142857142858,0.0,5288.333333333333,11.0,15.8,11.657142857142858,0.0,0.0,0.0,1.0,25,0.0
Daniel Adu-Adjei,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Daniel Bentley,Wolves,0.0,0.0,0.0,178734.7619047619,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Daniel Castelo Podence,Wolves,2.1904761904761907,0.03333333333333334,0.0,2978.5714285714284,0.42857142857142855,0.14285714285714285,0.05238095238095238,0.0,0.0,0.0,1.0,25,0.0
Daniel Iversen,Leicester,0.0,0.0,0.0,72066.19047619047,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Daniel Jebbison,Bournemouth,1.5714285714285714,0.025714285714285717,0.0,175714.52380952382,0.47619047619047616,0.2571428571428572,1.0095238095238095,0.0,1.0,0.0,0.0,25,0.0
Daniel Muñoz,Crystal Palace,81.61904761904762,1.2595238095238095,0.0,308864.38095238095,11.523809523809524,20.114285714285714,16.552380952380954,1.0,0.0,0.0,0.0,25,0.0
Danilo dos Santos de Oliveira,Nott'm Forest,0.6666666666666666,0.013333333333333334,0.0,1983.6666666666667,0.047619047619047616,0.0,0.004761904761904762,0.0,0.0,0.0,1.0,25,0.0
Danny Ings,West Ham,9.619047619047619,0.17095238095238094,0.0,179794.14285714287,4.619047619047619,4.438095238095238,3.019047619047619,0.0,1.0,0.0,0.0,25,0.0
Danny Ward,Leicester,6.428571428571429,0.15952380952380954,0.19047619047619047,232464.0,-0.23809523809523808,1.6857142857142857,0.0,0.0,0.0,1.0,0.0,25,0.0
Danny Welbeck,Brighton,53.476190476190474,0.9871428571428572,0.0,1564454.761904762,11.904761904761905,13.952380952380953,8.29047619047619,0.0,1.0,0.0,0.0,25,0.0
Dara O'Shea,Ipswich,83.78947368421052,1.8715789473684212,0.0,122962.42105263157,7.421052631578948,22.073684210526313,0.7210526315789474,1.0,0.0,0.0,0.0,25,0.0
Darwin Núñez Ribeiro,Liverpool,37.45,0.5275000000000001,0.0,264358.9,7.05,7.409999999999999,4.3100000000000005,0.0,1.0,0.0,0.0,25,0.0
David Brooks,Bournemouth,16.0,0.30857142857142855,0.0,1743.2857142857142,5.095238095238095,5.314285714285714,4.457142857142857,0.0,0.0,0.0,1.0,25,0.0
David Datro Fofana,Chelsea,0.0,0.0,0.0,8311.666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
David Ozoh,Crystal Palace,0.0,0.0,0.0,169.8095238095238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
David Raya Martin,Arsenal,90.0,0.8861904761904762,2.380952380952381,3130729.6666666665,14.095238095238095,20.847619047619048,0.0,0.0,0.0,1.0,0.0,25,0.03
Dean Henderson,Crystal Palace,90.0,1.4514285714285715,2.9047619047619047,1247277.0476190476,11.904761904761905,23.80952380952381,0.47619047619047616,0.0,0.0,1.0,0.0,25,0.01
Dean Huijsen,Bournemouth,46.19047619047619,0.7495238095238095,0.0,79100.71428571429,10.761904761904763,16.676190476190477,6.147619047619047,1.0,0.0,0.0,0.0,25,0.0
Declan Rice,Arsenal,69.95238095238095,0.6447619047619048,0.0,328731.6666666667,14.952380952380953,15.857142857142858,23.795238095238094,0.0,0.0,0.0,1.0,25,0.67
Deivid Washington de Souza Eugênio,Chelsea,0.0,0.0,0.0,14516.619047619048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Dejan Kulusevski,Spurs,79.9047619047619,1.4704761904761905,0.0,395507.3333333333,15.380952380952381,22.323809523809523,31.52857142857143,0.0,0.0,0.0,1.0,25,0.39
Deniz Undav,Brighton,0.0,0.0,0.0,650.4761904761905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Destiny Udogie,Spurs,68.0952380952381,1.119047619047619,0.0,312678.7619047619,9.714285714285714,11.838095238095239,10.061904761904762,1.0,0.0,0.0,0.0,25,0.0
Diego Carlos Santos Silva,Aston Villa,39.42857142857143,0.5657142857142856,0.0,48418.04761904762,3.2857142857142856,7.171428571428571,0.43809523809523804,1.0,0.0,0.0,0.0,25,0.0
Diego Gómez,Brighton,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Diogo Dalot Teixeira,Man Utd,84.0952380952381,1.4333333333333331,0.0,1001985.8095238095,10.047619047619047,14.276190476190477,11.071428571428571,1.0,0.0,0.0,0.0,25,0.0
Diogo Teixeira da Silva,Liverpool,31.1,0.2425,0.0,796742.85,8.8,11.91,4.89,0.0,0.0,0.0,1.0,25,0.0
Divin Mubama,Man City,0.0,0.0,0.0,6318.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Djed Spence,Spurs,23.80952380952381,0.5323809523809524,0.0,9279.0,3.3333333333333335,5.933333333333333,3.4523809523809526,1.0,0.0,0.0,0.0,25,0.0
Dominic Calvert-Lewin,Everton,73.45,1.101,0.0,313985.45,6.1,7.8,5.470000000000001,0.0,1.0,0.0,0.0,25,0.36
Dominic Sadi,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Dominic Solanke-Mitchell,Spurs,76.0952380952381,1.431904761904762,0.0,1228511.3333333333,15.476190476190476,18.866666666666667,8.019047619047619,0.0,1.0,0.0,0.0,25,0.31
Dominik Szoboszlai,Liverpool,60.85,0.611,0.0,198958.45,14.3,12.620000000000001,20.93,0.0,0.0,0.0,1.0,25,0.48
Dwight McNeil,Everton,57.0,0.8835000000000001,0.0,505845.4,14.95,14.37,27.369999999999997,0.0,0.0,0.0,1.0,25,0.0
Eberechi Eze,Crystal Palace,67.38095238095238,0.9700000000000001,0.0,1478507.6666666667,13.904761904761905,15.180952380952382,22.538095238095238,0.0,0.0,0.0,1.0,25,0.24
Eddie Nketiah,Arsenal,0.0,0.0,0.0,31575.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Eddie Nketiah,Crystal Palace,31.0,0.4489473684210526,0.0,67844.26315789473,4.2631578947368425,3.547368421052631,6.194736842105264,0.0,1.0,0.0,0.0,25,0.0
Ederson Santana de Moraes,Man City,55.714285714285715,0.8528571428571429,1.380952380952381,778020.0476190476,6.095238095238095,13.161904761904761,0.47619047619047616,0.0,0.0,1.0,0.0,25,0.0
Edson Álvarez Velázquez,West Ham,50.38095238095238,0.9557142857142857,0.0,12285.095238095239,6.571428571428571,8.028571428571428,6.814285714285714,0.0,0.0,0.0,1.0,25,0.0
Elkan Baggott,Ipswich,0.0,0.0,0.0,2211.9523809523807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Elliot Anderson,Nott'm Forest,61.285714285714285,0.7742857142857144,0.0,21799.904761904763,14.19047619047619,16.885714285714286,19.599999999999998,0.0,0.0,0.0,1.0,25,0.39
Emerson Leite de Souza Junior,Spurs,0.0,0.0,0.0,1264.3809523809523,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Emerson Palmieri dos Santos,West Ham,68.14285714285714,1.350952380952381,0.0,76163.14285714286,6.380952380952381,13.933333333333334,11.738095238095237,1.0,0.0,0.0,0.0,25,0.0
Emil Krafth,Newcastle,11.428571428571429,0.24142857142857144,0.0,13345.904761904761,1.619047619047619,2.104761904761905,0.5190476190476191,1.0,0.0,0.0,0.0,25,0.0
Emile Smith Rowe,Fulham,57.19047619047619,0.7504761904761905,0.0,2292683.714285714,12.380952380952381,12.095238095238095,12.761904761904763,0.0,0.0,0.0,1.0,25,0.0
Emiliano Buendía Stati,Aston Villa,3.380952380952381,0.09523809523809523,0.0,9460.380952380952,1.7142857142857142,0.7809523809523808,1.0666666666666669,0.0,0.0,0.0,1.0,25,0.0
Emiliano Martínez Romero,Aston Villa,87.85714285714286,1.1966666666666665,2.5238095238095237,1334552.9523809524,11.333333333333334,22.00952380952381,0.0,0.0,0.0,1.0,0.0,25,0.0
Emmanuel Agbadou,Wolves,90.0,2.11,0.0,100.0,-3.0,21.8,0.8,1.0,0.0,0.0,0.0,25,0.0
Emmanuel Dennis,Nott'm Forest,0.0,0.0,0.0,28958.47619047619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Endo Wataru,Liverpool,2.8,0.023,0.0,16246.75,1.3,0.8,0.785,0.0,0.0,0.0,1.0,25,0.0
Enes Ünal,Bournemouth,15.714285714285714,0.3038095238095238,0.0,9097.714285714286,4.619047619047619,4.9523809523809526,2.6714285714285717,0.0,1.0,0.0,0.0,25,0.0
Enso González,Wolves,0.0,0.0,0.0,3885.0476190476193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Enzo Barrenechea,Aston Villa,0.0,0.0,0.0,2701.0476190476193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Enzo Fernández,Chelsea,71.76190476190476,1.0033333333333334,0.0,414537.95238095237,17.61904761904762,19.761904761904763,28.695238095238096,0.0,0.0,0.0,1.0,25,0.29
Eric da Silva Moreira,Nott'm Forest,1.3333333333333333,0.014761904761904763,0.0,8033.857142857143,0.42857142857142855,0.24761904761904763,0.014285714285714285,0.0,0.0,0.0,1.0,25,0.0
Erling Haaland,Man City,89.61904761904762,1.4833333333333334,0.0,5702754.0,26.476190476190474,32.02857142857143,10.9,0.0,1.0,0.0,0.0,25,0.33
Ethan Brierley,Brentford,0.0,0.0,0.0,8807.190476190477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Ethan Nwaneri,Arsenal,10.952380952380953,0.0757142857142857,0.0,37580.42857142857,4.0,4.619047619047619,3.1809523809523808,0.0,0.0,0.0,1.0,25,0.0
Ethan Pinnock,Brentford,68.57142857142857,1.3395238095238096,0.0,77993.71428571429,7.714285714285714,20.885714285714286,4.652380952380953,1.0,0.0,0.0,0.0,25,0.0
Ethan Wheatley,Man Utd,0.0,0.0,0.0,187118.42105263157,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Evan Ferguson,Brighton,10.333333333333334,0.20571428571428574,0.0,28675.809523809523,3.0952380952380953,2.6952380952380954,1.6952380952380952,0.0,1.0,0.0,0.0,25,0.0
Ezra Mayers,West Ham,0.0,0.0,0.0,1015.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Ezri Konsa Ngoyo,Aston Villa,77.66666666666667,1.071904761904762,0.0,1066421.2857142857,10.095238095238095,14.2,3.761904761904762,1.0,0.0,0.0,0.0,25,0.0
Fabian Schär,Newcastle,69.85714285714286,0.8347619047619048,0.0,159946.7619047619,10.952380952380953,16.847619047619048,2.5619047619047617,1.0,0.0,0.0,0.0,25,0.01
Facundo Buonanotte,Leicester,52.714285714285715,1.0885714285714285,0.0,110021.52380952382,11.523809523809524,16.333333333333332,16.676190476190477,0.0,0.0,0.0,1.0,25,0.0
Facundo Pellistri Rebollo,Man Utd,0.0,0.0,0.0,1004.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Federico Chiesa,Liverpool,1.0,0.030555555555555558,0.0,19024.833333333332,-0.05555555555555555,0.011111111111111112,0.05,0.0,0.0,0.0,1.0,25,0.0
Felipe Rodrigues da Silva,Nott'm Forest,21.833333333333332,0.23444444444444443,0.0,3584.0,5.611111111111111,6.088888888888889,0.19444444444444445,1.0,0.0,0.0,0.0,25,0.0
Ferdi Kadioglu,Brighton,20.263157894736842,0.49684210526315786,0.0,23667.105263157893,3.1052631578947367,6.126315789473685,4.405263157894737,1.0,0.0,0.0,0.0,25,0.0
Filip Jørgensen,Chelsea,8.571428571428571,0.14952380952380953,0.3333333333333333,23537.428571428572,0.6190476190476191,2.7047619047619045,0.0,0.0,0.0,1.0,0.0,25,0.0
Filip Marschall,Aston Villa,0.0,0.0,0.0,111.0952380952381,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Flynn Downes,Southampton,66.0,1.581904761904762,0.0,5546.523809523809,9.857142857142858,9.342857142857143,10.728571428571428,0.0,0.0,0.0,1.0,25,0.11
Francisco Evanilson de Lima Barbosa,Bournemouth,68.4,0.8424999999999999,0.0,205085.4,14.55,12.18,10.105,0.0,1.0,0.0,0.0,25,0.51
Francisco Jorge Tomás Oliveira,Wolves,0.2857142857142857,0.0,0.0,12700.57142857143,0.19047619047619047,0.14285714285714285,0.680952380952381,0.0,0.0,0.0,1.0,25,0.0
Franco Umeh-Chibueze,Crystal Palace,0.0,0.0,0.0,2410.2631578947367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Frank Onyeka,Brentford,1.0952380952380953,0.03285714285714286,0.0,2034.047619047619,0.14285714285714285,0.0,0.023809523809523808,0.0,0.0,0.0,1.0,25,0.0
Fraser Forster,Spurs,30.0,0.7047619047619048,1.380952380952381,41326.57142857143,3.0476190476190474,10.523809523809524,0.0,0.0,0.0,1.0,0.0,25,0.0
Freddie Ladapo,Ipswich,0.0,0.0,0.0,97249.95238095238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Fábio Ferreira Vieira,Arsenal,0.0,0.0,0.0,1433.5238095238096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Fábio Freitas Gouveia Carvalho,Brentford,19.904761904761905,0.5304761904761905,0.0,100631.0,4.523809523809524,5.066666666666667,2.880952380952381,0.0,0.0,0.0,1.0,25,0.0
Fábio Silva,Wolves,0.0,0.0,0.0,15044.809523809523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Gabriel Fernando de Jesus,Arsenal,28.571428571428573,0.27714285714285714,0.0,239441.57142857142,7.238095238095238,7.352380952380951,5.690476190476191,0.0,1.0,0.0,0.0,25,0.0
Gabriel Martinelli Silva,Arsenal,56.904761904761905,0.5828571428571429,0.0,356690.5238095238,11.428571428571429,15.571428571428571,15.076190476190478,0.0,0.0,0.0,1.0,25,0.0
Gabriel dos Santos Magalhães,Arsenal,77.52380952380952,0.8061904761904761,0.0,2404339.285714286,14.523809523809524,20.685714285714283,6.376190476190477,1.0,0.0,0.0,0.0,25,0.03
Garang Kuol,Newcastle,0.0,0.0,0.0,5032.285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Gavin Bazunu,Southampton,0.0,0.0,0.0,14125.57142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
George Earthy,West Ham,0.0,0.0,0.0,4194.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
George Edmundson,Ipswich,0.047619047619047616,0.0,0.0,10023.761904761905,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
George Hirst,Ipswich,8.571428571428571,0.30952380952380953,0.0,3020.714285714286,2.8095238095238093,2.876190476190476,1.7761904761904763,0.0,1.0,0.0,0.0,25,0.0
Georginio Rutter,Brighton,55.3,0.992,0.0,91788.15,9.1,10.76,9.525,0.0,0.0,0.0,1.0,25,0.0
Giovani Lo Celso,Spurs,0.0,0.0,0.0,4370.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Godwill Kukonki,Man Utd,0.0,0.0,0.0,480.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Gonçalo Manuel Ganchinho Guedes,Wolves,28.19047619047619,0.58,0.0,9982.380952380952,7.714285714285714,9.361904761904762,7.038095238095239,0.0,0.0,0.0,1.0,25,0.0
Guglielmo Vicario,Spurs,51.42857142857143,0.7261904761904762,1.380952380952381,321556.5238095238,8.80952380952381,12.399999999999999,0.0,0.0,0.0,1.0,0.0,25,0.0
Guido Rodríguez,West Ham,46.142857142857146,0.8633333333333333,0.0,7791.571428571428,7.190476190476191,7.571428571428571,2.9333333333333336,0.0,0.0,0.0,1.0,25,0.0
Gustavo Nunes Fernandes Gomes,Brentford,0.0,0.0,0.0,281.4736842105263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Hamed Traorè,Bournemouth,0.0,0.0,0.0,8855.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Hamza Choudhury,Leicester,6.142857142857143,0.25142857142857145,0.0,86829.19047619047,1.380952380952381,1.6095238095238094,1.4476190476190476,0.0,0.0,0.0,1.0,25,0.0
Hannibal Mejbri,Man Utd,0.0,0.0,0.0,5760.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Harrison Armstrong,Everton,2.35,0.0225,0.0,20970.25,0.05,0.09,0.545,0.0,0.0,0.0,1.0,25,0.0
Harrison Reed,Fulham,2.5714285714285716,0.14095238095238097,0.0,3609.095238095238,1.0952380952380953,0.43809523809523815,0.8761904761904763,0.0,0.0,0.0,1.0,25,0.0
Harry Amass,Man Utd,0.0,0.0,0.0,2065.6923076923076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Harry Clarke,Ipswich,17.952380952380953,0.4333333333333333,0.0,5097.285714285715,-0.23809523809523808,2.295238095238095,1.1619047619047618,1.0,0.0,0.0,0.0,25,0.0
Harry Maguire,Man Utd,38.76190476190476,0.5319047619047619,0.0,54943.23809523809,4.0,7.752380952380953,2.480952380952381,1.0,0.0,0.0,0.0,25,0.0
Harry Souttar,Leicester,0.0,0.0,0.0,1198.952380952381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Harry Toffolo,Nott'm Forest,2.142857142857143,0.035238095238095235,0.0,6424.714285714285,0.38095238095238093,0.8666666666666666,0.15714285714285714,1.0,0.0,0.0,0.0,25,0.0
Harry Wilson,Fulham,32.714285714285715,0.5252380952380952,0.0,34017.09523809524,9.761904761904763,10.114285714285714,8.133333333333335,0.0,0.0,0.0,1.0,25,0.0
Harry Winks,Leicester,57.76190476190476,1.1161904761904762,0.0,1157510.0476190476,10.714285714285714,10.352380952380953,12.523809523809524,0.0,0.0,0.0,1.0,25,0.0
Harvey Barnes,Newcastle,36.80952380952381,0.5985714285714285,0.0,230009.2857142857,10.761904761904763,12.180952380952382,8.390476190476189,0.0,0.0,0.0,1.0,25,0.0
Harvey Davies,Liverpool,0.0,0.0,0.0,992.3333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Harvey Elliott,Liverpool,2.15,0.043,0.0,36719.55,1.1,0.6900000000000001,2.24,0.0,0.0,0.0,1.0,25,0.0
Henry Cartwright,Leicester,0.0,0.0,0.0,154.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Hugo Bueno López,Wolves,0.0,0.0,0.0,959.5238095238095,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Hwang Hee-chan,Wolves,25.714285714285715,0.4742857142857143,0.0,40426.619047619046,4.666666666666667,4.39047619047619,2.5666666666666664,0.0,0.0,0.0,1.0,25,0.0
Hwang Ui-jo,Nott'm Forest,0.0,0.0,0.0,172412.7619047619,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Hákon Valdimarsson,Brentford,2.5714285714285716,0.03,0.09523809523809523,367992.7619047619,0.47619047619047616,0.5904761904761905,0.0,0.0,0.0,1.0,0.0,25,0.0
Ian Maatsen,Aston Villa,14.428571428571429,0.21666666666666665,0.0,198267.2380952381,2.857142857142857,4.066666666666667,6.742857142857143,1.0,0.0,0.0,0.0,25,0.0
Ibrahim Osman,Brighton,0.0,0.0,0.0,506.04761904761904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Ibrahim Sangaré,Nott'm Forest,10.095238095238095,0.09428571428571428,0.0,131902.7142857143,1.2380952380952381,1.8476190476190475,0.7809523809523808,0.0,0.0,0.0,1.0,25,0.0
Ibrahima Konaté,Liverpool,56.45,0.564,0.0,808773.6,10.85,13.780000000000001,2.565,1.0,0.0,0.0,0.0,25,0.0
Idrissa Gueye,Everton,74.3,1.145,0.0,6164.3,10.7,10.190000000000001,8.02,0.0,0.0,0.0,1.0,25,0.26
Igor Julio dos Santos de Paulo,Brighton,42.857142857142854,0.7266666666666667,0.0,11816.0,4.904761904761905,8.676190476190476,1.9285714285714286,1.0,0.0,0.0,0.0,25,0.0
Igor Thiago Nascimento Rodrigues,Brentford,6.142857142857143,0.12,0.0,2483.190476190476,0.9523809523809523,0.5142857142857143,1.3285714285714285,0.0,1.0,0.0,0.0,25,0.0
Iliman Ndiaye,Everton,80.15,1.0975,0.0,74930.95,13.8,16.04,11.675,0.0,1.0,0.0,0.0,25,0.19
