name,team,minutes,xP,influence,ict_index,threat,creativity,bps,expected_goal_involvements,transfers_in,position_DEF,position_FWD,position_GK,position_MID,GW,predicted_total_points
Alejandro Garnacho,Man Utd,53.19047619047619,2.5142857142857142,11.333333333333334,4.738095238095238,24.285714285714285,12.104761904761904,8.952380952380953,0.2866666666666666,53790.857142857145,0.0,0.0,0.0,1.0,25,0.5
Alejo Véliz,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Alex Iwobi,Fulham,86.0,4.590476190476191,25.933333333333334,7.566666666666667,20.952380952380953,28.75238095238095,21.61904761904762,0.3585714285714286,67775.09523809524,0.0,0.0,0.0,1.0,25,5.52
Alex McCarthy,Southampton,17.142857142857142,0.03333333333333334,6.0285714285714285,0.6047619047619047,0.0,0.0,1.1904761904761905,0.0,801.5714285714286,0.0,0.0,1.0,0.0,25,0.35
Alex Mighten,Nott'm Forest,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,32.80952380952381,0.0,0.0,0.0,1.0,25,0.0
Alex Murphy,Newcastle,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,3880.0476190476193,1.0,0.0,0.0,0.0,25,0.0
Alex Paulsen,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0.0
Alex Scott,Bournemouth,12.285714285714286,0.4428571428571429,3.380952380952381,0.7523809523809524,1.0,3.119047619047619,2.5714285714285716,0.013809523809523811,115.0952380952381,0.0,0.0,0.0,1.0,25,1.0
Alexander Isak,Newcastle,73.42857142857143,5.428571428571429,33.333333333333336,9.10952380952381,38.333333333333336,19.68095238095238,26.61904761904762,0.7176190476190476,292197.3333333333,0.0,1.0,0.0,0.0,25,7.28
Alexis Mac Allister,Liverpool,70.55,3.07,15.12,4.38,10.2,18.5,14.3,0.2395,8820.05,0.0,0.0,0.0,1.0,25,2.2
Alfie Devine,Spurs,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,224.57142857142858,0.0,0.0,0.0,1.0,25,0.0
Alfie Dorrington,Spurs,2.1666666666666665,0.7333333333333334,0.16666666666666666,0.016666666666666666,0.0,0.03333333333333333,0.6666666666666666,0.0,169.66666666666666,1.0,0.0,0.0,0.0,25,1.0
Alfie Gilchrist,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Alfie Pond,Wolves,0.0625,0.05,0.0,0.0,0.0,0.0,0.1875,0.0,7895.0625,1.0,0.0,0.0,0.0,25,0.0
Alfie Whiteman,Spurs,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,2312.1428571428573,0.0,0.0,1.0,0.0,25,0.0
Ali Al-Hamadi,Ipswich,5.9523809523809526,0.1285714285714286,0.26666666666666666,0.2857142857142857,1.5238095238095237,1.2238095238095237,0.7142857142857143,0.01857142857142857,2751.3333333333335,0.0,1.0,0.0,0.0,25,0.6
Alisson Ramses Becker,Liverpool,53.4,2.415,10.09,1.065,0.0,0.65,9.3,0.01,44647.05,0.0,0.0,1.0,0.0,25,0.59
Alphonse Areola,West Ham,43.285714285714285,0.8666666666666666,12.495238095238093,1.2523809523809524,0.0,0.0,3.5714285714285716,0.0,13215.52380952381,0.0,0.0,1.0,0.0,25,0.91
Altay Bayindir,Man Utd,0.0,-0.014285714285714277,0.0,0.0,0.0,0.0,0.0,0.0,294.6666666666667,0.0,0.0,1.0,0.0,25,0.0
Amad Diallo,Man Utd,62.904761904761905,3.9523809523809526,22.97142857142857,6.380952380952381,20.714285714285715,20.076190476190476,20.0,0.31523809523809526,137627.04761904763,0.0,0.0,0.0,1.0,25,4.81
Amadou Onana,Aston Villa,47.476190476190474,1.5904761904761904,10.0,2.257142857142857,8.571428571428571,3.947619047619048,8.666666666666666,0.09904761904761905,68400.76190476191,0.0,0.0,0.0,1.0,25,0.72
Amara Nallo,Liverpool,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,71.57142857142857,1.0,0.0,0.0,0.0,25,0.0
Amario Cozier-Duberry,Brighton,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,74.28571428571429,0.0,0.0,0.0,1.0,25,0.0
Andreas Hoelgebaum Pereira,Fulham,59.19047619047619,2.0428571428571427,10.114285714285714,4.671428571428571,10.428571428571429,26.214285714285715,10.952380952380953,0.27095238095238094,6602.380952380952,0.0,0.0,0.0,1.0,25,1.9
Andrew Moran,Brighton,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,1.0,25,0.0
Andrew Omobamidele,Nott'm Forest,0.0,-0.0761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,76.19047619047619,1.0,0.0,0.0,0.0,25,0.0
Andrew Robertson,Liverpool,72.15,3.59,11.870000000000001,3.815,5.45,20.925,13.1,0.143,47245.95,1.0,0.0,0.0,0.0,25,2.15
Andrey Nascimento dos Santos,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
André Onana,Man Utd,90.0,3.604761904761905,22.65714285714286,2.3333333333333335,0.0,0.6190476190476191,13.666666666666666,0.009047619047619047,50733.57142857143,0.0,0.0,1.0,0.0,25,2.32
André Trindade da Costa Neto,Wolves,55.89473684210526,1.2736842105263158,9.831578947368422,1.6789473684210525,0.631578947368421,6.38421052631579,11.263157894736842,0.01473684210526316,240.42105263157896,0.0,0.0,0.0,1.0,25,1.26
Andy Irving,West Ham,3.9523809523809526,0.1952380952380952,0.9904761904761905,0.18095238095238095,0.3333333333333333,0.5095238095238095,0.9047619047619048,0.002380952380952381,61.0,0.0,0.0,0.0,1.0,25,0.77
Anthony Elanga,Nott'm Forest,57.23809523809524,2.8142857142857145,14.333333333333334,4.328571428571429,12.523809523809524,16.26666666666667,12.333333333333334,0.19238095238095237,24803.238095238095,0.0,0.0,0.0,1.0,25,2.18
Anthony Gordon,Newcastle,75.61904761904762,4.342857142857143,22.866666666666667,7.895238095238096,25.80952380952381,30.204761904761902,18.666666666666668,0.5171428571428572,122195.71428571429,0.0,0.0,0.0,1.0,25,3.8
Antoine Semenyo,Bournemouth,83.14285714285714,3.338095238095238,19.45714285714286,6.947619047619048,34.23809523809524,16.114285714285714,14.857142857142858,0.41,114680.71428571429,0.0,0.0,0.0,1.0,25,2.49
Antonee Robinson,Fulham,90.0,3.2809523809523813,28.676190476190477,5.9,6.9523809523809526,23.295238095238094,15.523809523809524,0.1580952380952381,157124.7619047619,1.0,0.0,0.0,0.0,25,3.14
Antony Matheus dos Santos,Man Utd,6.142857142857143,0.25238095238095243,1.5714285714285714,0.7142857142857143,3.4285714285714284,2.2095238095238097,1.5238095238095237,0.037142857142857144,840.5714285714286,0.0,0.0,0.0,1.0,25,1.0
Antonín Kinsky,Spurs,90.0,2.3,29.4,2.9,0.0,0.0,11.0,0.0,16258.0,0.0,0.0,1.0,0.0,25,2.22
Archie Gray,Spurs,33.0,1.0809523809523809,6.276190476190477,0.719047619047619,0.3333333333333333,0.6190476190476191,5.904761904761905,0.0038095238095238095,1344.3809523809523,0.0,0.0,0.0,1.0,25,1.0
Archie Harris,Bournemouth,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,0.0,0.0,0.0,25,0.0
Arijanet Muric,Ipswich,72.85714285714286,2.2095238095238097,24.314285714285713,2.4285714285714284,0.0,0.0,8.571428571428571,0.0004761904761904762,8878.714285714286,0.0,0.0,1.0,0.0,25,2.1
Armando Broja,Chelsea,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,850.5,0.0,1.0,0.0,0.0,25,0.0
Armando Broja,Everton,8.666666666666666,0.08888888888888889,0.6444444444444445,0.34444444444444444,1.6111111111111112,1.5722222222222222,0.3333333333333333,0.011111111111111112,451.0,0.0,1.0,0.0,0.0,25,0.65
Armel Bella-Kotchap,Southampton,0.0,-0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,2575.3809523809523,1.0,0.0,0.0,0.0,25,0.0
Asher Agbinone,Crystal Palace,0.21052631578947367,0.06315789473684211,0.21052631578947367,0.07894736842105263,0.05263157894736842,0.5578947368421053,0.21052631578947367,0.0015789473684210526,469.2631578947368,0.0,0.0,0.0,1.0,25,0.24
Ashley Phillips,Spurs,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,398.14285714285717,1.0,0.0,0.0,0.0,25,0.0
Ashley Young,Everton,71.9,3.4899999999999998,17.04,3.2,1.75,13.129999999999999,12.4,0.08449999999999999,26351.3,1.0,0.0,0.0,0.0,25,2.17
Asmir Begovic,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1976.9473684210527,0.0,0.0,1.0,0.0,25,0.0
Axel Disasi,Chelsea,16.666666666666668,1.3,4.038095238095238,0.7380952380952381,1.7142857142857142,1.6142857142857143,3.857142857142857,0.018095238095238095,3026.0,1.0,0.0,0.0,0.0,25,1.0
Axel Tuanzebe,Ipswich,36.666666666666664,0.42857142857142855,5.819047619047619,0.8999999999999999,0.9047619047619048,2.3000000000000003,2.5714285714285716,0.010952380952380953,18781.04761904762,1.0,0.0,0.0,0.0,25,0.99
Ayden Heaven,Arsenal,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,358.55555555555554,1.0,0.0,0.0,0.0,25,0.0
Bart Verbruggen,Brighton,81.42857142857143,2.3714285714285714,24.2,2.4238095238095236,0.0,0.0,11.095238095238095,0.0,26673.04761904762,0.0,0.0,1.0,0.0,25,2.43
Bastien Meupiyou,Wolves,0.0,-0.015789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,1424.2105263157894,1.0,0.0,0.0,0.0,25,0.0
Ben Brereton Díaz,Southampton,21.238095238095237,0.08095238095238096,1.0380952380952382,0.8,3.857142857142857,3.0285714285714285,2.0476190476190474,0.05,1078.2380952380952,0.0,0.0,0.0,1.0,25,0.93
Ben Broggio,Aston Villa,0.0,0.06000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,130.5,0.0,0.0,0.0,1.0,25,0.0
Ben Chilwell,Chelsea,0.0,0.3047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,1907.5714285714287,1.0,0.0,0.0,0.0,25,0.0
Ben Davies,Spurs,12.857142857142858,0.5190476190476191,3.4571428571428577,0.37142857142857144,0.09523809523809523,0.11904761904761904,2.4285714285714284,0.0014285714285714286,569.5238095238095,1.0,0.0,0.0,0.0,25,1.0
Ben Doak,Liverpool,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,1.0,25,0.0
Ben Godfrey,Ipswich,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,963.0,1.0,0.0,0.0,0.0,25,0.0
Ben Johnson,Ipswich,31.952380952380953,0.3904761904761904,6.857142857142857,1.0095238095238095,1.0,2.2523809523809524,1.5714285714285714,0.02666666666666667,15164.809523809523,1.0,0.0,0.0,0.0,25,0.82
Ben Mee,Brentford,8.285714285714286,0.18571428571428572,1.6095238095238094,0.20476190476190476,0.2857142857142857,0.14285714285714285,1.0952380952380953,0.0009523809523809524,1198.2380952380952,1.0,0.0,0.0,0.0,25,0.51
Ben Nelson,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.14285714285714,1.0,0.0,0.0,0.0,25,0.0
Ben Winterburn,Bournemouth,0.8888888888888888,0.07777777777777779,0.022222222222222223,0.0,0.0,0.0,0.3333333333333333,0.0,220.55555555555554,0.0,0.0,0.0,1.0,25,0.14
Benicio Baker-Boaitey,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Benjamin Arthur,Brentford,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,229.25,1.0,0.0,0.0,0.0,25,0.0
Benjamin White,Arsenal,33.04761904761905,1.9047619047619047,6.114285714285715,1.0142857142857142,1.380952380952381,2.6333333333333333,5.333333333333333,0.02142857142857143,6937.714285714285,1.0,0.0,0.0,0.0,25,0.99
Benoît Badiashile,Chelsea,11.761904761904763,0.4,2.2952380952380955,0.27142857142857146,0.0,0.41904761904761906,1.0476190476190477,0.0028571428571428576,569.0,1.0,0.0,0.0,0.0,25,0.95
Bernardo Veiga de Carvalho e Silva,Man City,82.57142857142857,3.933333333333333,17.704761904761906,6.480952380952381,21.095238095238095,26.009523809523813,17.476190476190474,0.28523809523809524,43270.666666666664,0.0,0.0,0.0,1.0,25,2.11
Bernd Leno,Fulham,90.0,2.876190476190476,24.580952380952382,2.5,0.0,0.47619047619047616,12.476190476190476,0.0009523809523809524,18713.190476190477,0.0,0.0,1.0,0.0,25,2.15
Bilal El Khannouss,Leicester,45.31578947368421,1.7000000000000002,7.578947368421052,2.1526315789473682,2.6315789473684212,11.41578947368421,8.0,0.07947368421052632,2729.2631578947367,0.0,0.0,0.0,1.0,25,0.99
Billy Gilmour,Brighton,4.619047619047619,0.14761904761904762,0.5428571428571429,0.11904761904761904,0.09523809523809523,0.5666666666666667,1.0,0.005714285714285714,125.71428571428571,0.0,0.0,0.0,1.0,25,0.85
Bobby Clark,Liverpool,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,1.0,25,0.0
Bobby De Cordova-Reid,Leicester,12.952380952380953,1.3142857142857143,2.3333333333333335,0.5523809523809524,2.1904761904761907,0.9619047619047618,4.333333333333333,0.0380952380952381,305.0,0.0,0.0,0.0,1.0,25,1.0
Boubacar Kamara,Aston Villa,36.333333333333336,0.7333333333333334,6.476190476190476,1.2476190476190476,1.3333333333333333,4.628571428571429,6.333333333333333,0.017619047619047618,231.71428571428572,0.0,0.0,0.0,1.0,25,1.0
Boubacar Traoré,Wolves,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,72.19047619047619,0.0,0.0,0.0,1.0,25,0.0
Boubakary Soumaré,Leicester,43.857142857142854,0.4,5.780952380952381,1.1333333333333333,0.7142857142857143,4.785714285714286,5.523809523809524,0.03380952380952381,4367.190476190476,0.0,0.0,0.0,1.0,25,1.0
Brajan Gruda,Brighton,15.095238095238095,0.5095238095238095,2.4,1.2095238095238094,4.190476190476191,5.514285714285714,2.0476190476190474,0.03619047619047619,78.42857142857143,0.0,0.0,0.0,1.0,25,1.0
Brandon Austin,Spurs,4.285714285714286,0.23333333333333334,0.9523809523809523,0.09523809523809523,0.0,0.0,0.3333333333333333,0.0,1689.3333333333333,0.0,0.0,1.0,0.0,25,0.6
Brennan Johnson,Spurs,70.95238095238095,4.5476190476190474,18.104761904761904,5.733333333333333,29.238095238095237,10.27142857142857,14.285714285714286,0.45666666666666667,97712.90476190476,0.0,0.0,0.0,1.0,25,2.64
Bruno Borges Fernandes,Man Utd,78.80952380952381,4.247619047619048,24.361904761904764,7.3619047619047615,17.238095238095237,32.13809523809524,19.38095238095238,0.4957142857142857,115976.04761904762,0.0,0.0,0.0,1.0,25,3.91
Bruno Guimarães Rodriguez Moura,Newcastle,87.38095238095238,3.2285714285714286,19.257142857142856,4.961904761904762,8.476190476190476,21.804761904761904,17.857142857142858,0.23476190476190475,8547.904761904761,0.0,0.0,0.0,1.0,25,2.46
Bryan Gil Salvatierra,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0.0
Bryan Mbeumo,Brentford,89.76190476190476,5.671428571428571,35.59047619047619,9.033333333333333,23.80952380952381,30.842857142857145,26.0,0.5480952380952381,311542.2380952381,0.0,0.0,0.0,1.0,25,6.0
Bukayo Saka,Arsenal,60.38095238095238,5.838095238095239,24.580952380952382,8.32857142857143,28.761904761904763,30.0,20.714285714285715,0.46523809523809523,248567.80952380953,0.0,0.0,0.0,1.0,25,5.16
Caleb Kporha,Crystal Palace,0.7333333333333333,0.04000000000000001,0.5333333333333333,0.08666666666666666,0.0,0.30666666666666664,0.06666666666666667,0.0013333333333333333,299.26666666666665,1.0,0.0,0.0,0.0,25,0.54
Caleb Okoli,Leicester,38.04761904761905,0.47619047619047616,11.257142857142858,1.3476190476190477,1.7142857142857142,0.5095238095238095,4.0,0.011428571428571429,8162.9047619047615,1.0,0.0,0.0,0.0,25,0.94
Caleb Wiley,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Callum Bates,Everton,0.0,-0.039999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,145.5,0.0,0.0,0.0,1.0,25,0.0
Callum Hudson-Odoi,Nott'm Forest,70.85714285714286,2.8190476190476192,12.466666666666667,4.6761904761904765,12.238095238095237,22.242857142857144,13.523809523809524,0.17285714285714285,16612.619047619046,0.0,0.0,0.0,1.0,25,2.32
Callum Olusesi,Spurs,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,1.0,25,0.0
Callum Wilson,Newcastle,2.7142857142857144,0.028571428571428574,0.09523809523809523,0.05238095238095238,0.38095238095238093,0.08095238095238096,0.2857142857142857,0.0,282.5238095238095,0.0,1.0,0.0,0.0,25,0.4
Calvin Bassey,Fulham,85.71428571428571,1.7999999999999998,15.371428571428572,2.0666666666666664,2.7142857142857144,2.6095238095238096,10.142857142857142,0.027142857142857142,3481.8571428571427,1.0,0.0,0.0,0.0,25,1.42
Cameron Archer,Southampton,45.19047619047619,1.1571428571428573,4.409523809523809,1.9,12.571428571428571,2.0428571428571427,4.857142857142857,0.22666666666666666,24251.619047619046,0.0,1.0,0.0,0.0,25,1.0
Cameron Burgess,Ipswich,38.57142857142857,0.5857142857142857,9.885714285714286,1.538095238095238,3.4761904761904763,1.9761904761904763,3.619047619047619,0.03666666666666667,16113.57142857143,1.0,0.0,0.0,0.0,25,0.97
Cameron Humphreys,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,25,0.0
Cameron Peupion,Brighton,0.0,-0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,459.9047619047619,0.0,0.0,0.0,1.0,25,0.0
Caoimhin Kelleher,Liverpool,36.0,2.805,9.84,0.985,0.0,0.0,6.35,0.0,29402.95,0.0,0.0,1.0,0.0,25,0.95
Carl Rushworth,Brighton,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,318.95238095238096,0.0,0.0,1.0,0.0,25,0.0
Carlos Alcaraz Durán,Southampton,0.42857142857142855,0.02857142857142857,0.4,0.20476190476190476,0.9047619047619048,0.7571428571428571,0.19047619047619047,0.004761904761904762,51.04761904761905,0.0,0.0,0.0,1.0,25,0.39
Carlos Baleba,Brighton,63.80952380952381,1.9142857142857144,13.761904761904763,2.8285714285714283,5.428571428571429,9.057142857142859,12.476190476190476,0.0819047619047619,2784.3809523809523,0.0,0.0,0.0,1.0,25,2.04
Carlos Henrique Casimiro,Man Utd,39.666666666666664,1.4952380952380953,11.866666666666667,3.0285714285714285,7.142857142857143,11.27142857142857,9.285714285714286,0.12333333333333332,5723.0952380952385,0.0,0.0,0.0,1.0,25,0.87
Carlos Miguel dos Santos Pereira,Nott'm Forest,0.0,-0.06190476190476189,0.0,0.0,0.0,0.0,0.0,0.0,557.8571428571429,0.0,0.0,1.0,0.0,25,0.0
Carlos Roberto Forbs Borges,Wolves,13.055555555555555,0.36666666666666664,1.4333333333333331,0.46111111111111114,1.9444444444444444,1.338888888888889,1.7777777777777777,0.013888888888888888,173.33333333333334,0.0,0.0,0.0,1.0,25,1.0
Carlos Soler,West Ham,43.888888888888886,1.2166666666666666,5.98888888888889,2.1055555555555556,6.333333333333333,8.822222222222221,7.388888888888889,0.11222222222222222,262.44444444444446,0.0,0.0,0.0,1.0,25,1.0
Carlos Vinícius Alves Morais,Fulham,0.14285714285714285,0.04285714285714285,0.19047619047619047,0.10952380952380951,0.9047619047619048,0.0,0.2857142857142857,0.002857142857142857,2267.5238095238096,0.0,1.0,0.0,0.0,25,0.33
Carney Chukwuemeka,Chelsea,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,216.28571428571428,0.0,0.0,0.0,1.0,25,0.0
Cesare Casadei,Chelsea,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,1080.095238095238,0.0,0.0,0.0,1.0,25,0.0
Chadi Riad Dnanou,Crystal Palace,4.285714285714286,0.09047619047619047,0.8666666666666666,0.09523809523809523,0.0,0.06190476190476191,0.14285714285714285,0.0009523809523809524,104.76190476190476,1.0,0.0,0.0,0.0,25,0.58
Charlie Taylor,Southampton,12.523809523809524,-0.3619047619047619,3.457142857142857,0.48571428571428577,0.09523809523809523,1.2619047619047619,0.7619047619047619,0.004761904761904762,18841.428571428572,1.0,0.0,0.0,0.0,25,0.38
Cheick Doucouré,Crystal Palace,21.095238095238095,0.6619047619047619,2.7904761904761903,0.5142857142857143,1.0952380952380953,1.2238095238095237,3.380952380952381,0.024285714285714285,596.4761904761905,0.0,0.0,0.0,1.0,25,1.0
Chiedozie Ogbene,Ipswich,12.473684210526315,0.32105263157894737,1.2,0.3368421052631579,0.631578947368421,1.5894736842105264,1.5263157894736843,0.002631578947368421,129.8421052631579,0.0,0.0,0.0,1.0,25,1.0
Chris Mepham,Bournemouth,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,13.666666666666666,1.0,0.0,0.0,0.0,25,0.0
Chris Richards,Crystal Palace,33.95238095238095,0.5285714285714287,6.352380952380953,0.7952380952380952,1.1904761904761905,0.34285714285714286,3.5714285714285716,0.01,339.8095238095238,1.0,0.0,0.0,0.0,25,1.0
Chris Wood,Nott'm Forest,79.0952380952381,4.938095238095238,23.685714285714287,5.4904761904761905,24.952380952380953,6.1380952380952385,21.857142857142858,0.36190476190476195,262357.85714285716,0.0,1.0,0.0,0.0,25,6.11
Christian Eriksen,Man Utd,29.952380952380953,0.8904761904761904,5.247619047619048,1.8952380952380952,1.1428571428571428,12.538095238095238,6.190476190476191,0.0780952380952381,1085.5714285714287,0.0,0.0,0.0,1.0,25,0.99
Christian Nørgaard,Brentford,69.95238095238095,1.8142857142857143,17.295238095238094,3.304761904761905,7.571428571428571,8.142857142857142,13.476190476190476,0.12380952380952381,2017.047619047619,0.0,0.0,0.0,1.0,25,2.1
Christian Walton,Ipswich,17.142857142857142,0.19047619047619047,4.6,0.5047619047619047,0.0,0.47619047619047616,2.380952380952381,0.0,716.8095238095239,0.0,0.0,1.0,0.0,25,0.98
Christopher Nkunku,Chelsea,18.476190476190474,2.119047619047619,6.123809523809523,2.0285714285714285,8.857142857142858,5.447619047619048,5.190476190476191,0.22,13511.761904761905,0.0,0.0,0.0,1.0,25,1.0
Cieran Slicker,Ipswich,0.0,-0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,1811.7142857142858,0.0,0.0,1.0,0.0,25,0.0
Cody Gakpo,Liverpool,53.55,4.0200000000000005,17.58,5.220000000000001,19.0,15.594999999999999,15.95,0.309,54410.5,0.0,1.0,0.0,0.0,25,4.36
Cole Palmer,Chelsea,87.52380952380952,7.5476190476190474,38.666666666666664,10.961904761904762,31.19047619047619,39.63333333333333,32.714285714285715,0.8247619047619048,297887.1904761905,0.0,0.0,0.0,1.0,25,9.48
Conor Bradley,Liverpool,11.75,1.125,2.17,0.7550000000000001,4.65,0.75,2.35,0.0325,2441.95,1.0,0.0,0.0,0.0,25,1.0
Conor Chaplin,Ipswich,28.80952380952381,1.3095238095238095,4.552380952380953,1.4142857142857141,4.095238095238095,5.733333333333333,5.476190476190476,0.0819047619047619,357.6190476190476,0.0,0.0,0.0,1.0,25,1.0
Conor Coady,Leicester,33.904761904761905,0.047619047619047616,6.923809523809524,0.8333333333333334,0.2857142857142857,1.1333333333333333,1.2857142857142858,0.02142857142857143,2460.714285714286,1.0,0.0,0.0,0.0,25,0.31
Conor Gallagher,Chelsea,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,74.61904761904762,0.0,0.0,0.0,1.0,25,0.0
Conor Townsend,Ipswich,0.047619047619047616,-0.2,0.19047619047619047,0.06666666666666667,0.0,0.47619047619047616,0.09523809523809523,0.0,2224.2380952380954,1.0,0.0,0.0,0.0,25,0.29
Corrie Ndaba,Ipswich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25,0.0
Craig Dawson,Wolves,46.142857142857146,0.7285714285714286,9.723809523809523,1.3857142857142857,2.619047619047619,1.4904761904761905,2.7142857142857144,0.027142857142857146,1046.8095238095239,1.0,0.0,0.0,0.0,25,0.79
Cristian Romero,Spurs,46.38095238095238,1.961904761904762,11.885714285714286,2.3190476190476192,6.666666666666667,4.5285714285714285,8.80952380952381,0.08428571428571428,44339.0,1.0,0.0,0.0,0.0,25,0.65
Crysencio Summerville,West Ham,36.95238095238095,1.538095238095238,7.447619047619048,2.7952380952380955,8.857142857142858,11.719047619047618,6.142857142857143,0.15809523809523812,2328.3333333333335,0.0,0.0,0.0,1.0,25,0.95
Curtis Jones,Liverpool,44.0,3.41,13.01,3.4799999999999995,14.1,7.665000000000001,12.55,0.16899999999999998,7327.5,0.0,0.0,0.0,1.0,25,2.24
Daichi Kamada,Crystal Palace,36.523809523809526,0.861904761904762,5.847619047619047,1.9380952380952379,4.380952380952381,9.066666666666666,4.9523809523809526,0.06666666666666667,665.0952380952381,0.0,0.0,0.0,1.0,25,1.0
Dan Burn,Newcastle,85.71428571428571,2.6142857142857143,16.504761904761907,2.4095238095238094,5.9523809523809526,1.5904761904761904,13.095238095238095,0.06999999999999999,30444.809523809523,1.0,0.0,0.0,0.0,25,1.87
Dane Scarlett,Spurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Dango Ouattara,Bournemouth,45.95238095238095,2.3142857142857145,15.8,4.385714285714285,16.523809523809526,11.657142857142858,11.0,0.31047619047619046,1481.5714285714287,0.0,0.0,0.0,1.0,25,2.28
Daniel Adu-Adjei,Bournemouth,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,0.0
Daniel Bentley,Wolves,0.0,-0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,3113.4285714285716,0.0,0.0,1.0,0.0,25,0.0
Daniel Castelo Podence,Wolves,2.1904761904761907,0.1285714285714286,0.14285714285714285,0.01904761904761905,0.047619047619047616,0.05238095238095238,0.42857142857142855,0.002380952380952381,49.95238095238095,0.0,0.0,0.0,1.0,25,0.36
Daniel Iversen,Leicester,0.0,-0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,3604.4761904761904,0.0,0.0,1.0,0.0,25,0.0
Daniel Jebbison,Bournemouth,1.5714285714285714,0.05714285714285714,0.2571428571428572,0.14761904761904762,0.19047619047619047,1.0095238095238095,0.47619047619047616,0.004761904761904762,18321.428571428572,0.0,1.0,0.0,0.0,25,0.46
Daniel Muñoz,Crystal Palace,81.61904761904762,2.7904761904761903,20.114285714285714,5.114285714285715,14.476190476190476,16.552380952380954,11.523809523809524,0.21857142857142856,37130.23809523809,1.0,0.0,0.0,0.0,25,1.92
Danilo dos Santos de Oliveira,Nott'm Forest,0.6666666666666666,0.023809523809523815,0.0,0.0,0.0,0.004761904761904762,0.047619047619047616,0.0,38.333333333333336,0.0,0.0,0.0,1.0,25,0.27
Danny Ings,West Ham,9.619047619047619,1.1523809523809523,4.438095238095238,1.4142857142857141,6.619047619047619,3.019047619047619,4.619047619047619,0.1,18106.85714285714,0.0,1.0,0.0,0.0,25,1.0
