season_x,name,team_x,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,opp_team_name,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,position_DEF,position_FWD,position_GK,position_MID,predicted_assists
2023-24,Sergio Gómez,Man City,0,0,0,0,0.0,366,176,0,0,0.0,0.0,2024-02-20T19:30:00Z,0,4,Brentford,0,0,0,0,25,0,89747,0.0,1.0,0.0,0,-615,8444,9059,38,True,0,25,True,False,False,False,0.0
2023-24,Wataru Endo,Liverpool,0,0,8,0,5.0,668,241,1,0,1.7,6.4,2024-02-17T12:30:00Z,90,4,Brentford,0,0,0,0,25,0,9317,4.0,1.0,6.0,1,1400,1782,382,54,False,1,25,False,False,False,True,0.0
2023-24,Wataru Endo,Liverpool,0,0,19,0,39.2,668,257,1,0,6.3,21.6,2024-02-21T19:30:00Z,90,12,Luton,0,0,0,0,25,0,9317,1.0,4.0,2.0,2,1400,1782,382,54,True,0,25,False,False,False,True,0.0
2023-24,Danilo dos Santos de Oliveira,Nott'm Forest,0,0,13,1,5.8,442,248,0,0,5.5,27.6,2024-02-17T15:00:00Z,90,19,West Ham,0,0,0,0,25,0,7532,0.0,2.0,22.0,3,-258,139,397,53,True,0,25,False,False,False,True,0.0
2023-24,David Raya Martin,Arsenal,0,0,20,1,0.0,113,242,0,0,0.4,4.4,2024-02-17T15:00:00Z,90,6,Burnley,0,0,0,0,25,0,727799,5.0,0.0,0.0,6,47252,70375,23123,50,False,0,25,False,False,True,False,0.03
2023-24,Jacob Murphy,Newcastle,0,0,3,0,14.2,423,247,1,0,2.1,2.8,2024-02-17T15:00:00Z,23,3,Bournemouth,0,0,0,0,25,0,10775,2.0,2.0,4.0,1,-1322,78,1400,48,True,0,25,False,False,False,True,0.0
2023-24,Reuell Walters,Arsenal,0,0,0,0,0.0,736,242,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,6,Burnley,0,0,0,0,25,0,3478,5.0,0.0,0.0,0,154,428,274,40,False,0,25,True,False,False,False,0.0
2023-24,Thomas Kaminski,Luton,0,1,25,0,0.0,614,245,2,0,3.9,39.2,2024-02-18T16:30:00Z,90,14,Man Utd,0,0,0,0,25,6,86908,2.0,1.0,0.0,4,3993,14405,10412,45,True,0,25,False,False,True,False,0.0
2023-24,Thomas Kaminski,Luton,0,0,26,0,0.0,614,257,4,0,7.2,72.2,2024-02-21T19:30:00Z,90,11,Liverpool,0,0,0,0,25,9,86908,1.0,4.0,0.0,3,3993,14405,10412,45,False,0,25,False,False,True,False,0.44
2023-24,Amadou Diallo,Newcastle,0,0,0,0,0.0,738,247,0,0,0.0,0.0,2024-02-17T15:00:00Z,0,3,Bournemouth,0,0,0,0,25,0,742,2.0,2.0,0.0,0,22,67,45,45,True,0,25,False,False,False,True,0.0
