name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Diogo Dalot Teixeira,DEF,Man Utd,4.5,0,0,14,0,46.1,369,0.24,0.30,0.06,0.54,294,1,0,7.9,14.2,2025-04-01T19:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,636631,1,0,1,19.0,2,-9496,14881,24377,50,False,0
Diogo Teixeira da Silva,MID,Liverpool,1.5,0,0,0,0,0.0,317,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,297755,0,,,0.0,0,-726,5284,6010,72,True,0
Divin Mubama,FWD,Man City,0.5,0,0,0,0,0.0,698,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,14638,0,,,0.0,0,-625,615,1240,45,True,0
Djed Spence,DEF,Spurs,0.2,0,0,0,0,0.0,504,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,122231,0,,,0.0,0,-8045,5570,13615,44,False,0
Dominic Calvert-Lewin,FWD,Everton,0.0,0,0,0,0,0.0,220,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,121219,0,,,0.0,0,-2037,51,2088,54,False,0
Dominic Sadi,MID,Bournemouth,0.5,0,0,0,0,0.0,723,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,493,0,,,0.0,0,0,51,51,45,True,0
Dominic Solanke-Mitchell,FWD,Spurs,0.8,0,0,0,0,0.0,82,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,540385,0,,,0.0,0,-3639,15250,18889,73,False,0
Dominik Szoboszlai,MID,Liverpool,1.5,0,0,0,0,0.0,336,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,436627,0,,,0.0,0,6064,45888,39824,64,True,0
Donyell Malen,MID,Aston Villa,0.5,0,0,0,0,0.0,725,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,7468,0,,,0.0,0,-1089,308,1397,54,False,0
Dwight McNeil,MID,Everton,-0.5,0,0,0,0,0.0,230,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,131062,0,,,0.0,0,-1333,42,1375,51,False,0
Eberechi Eze,MID,Crystal Palace,2.0,0,0,0,0,0.0,199,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,1160977,0,,,0.0,0,277979,331900,53921,67,False,0
Eddie Howe,AM,Newcastle,5.0,0,0,0,0,0.0,746,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,73678,0,,,0.0,0,1265,1835,570,15,True,0
Eddie Nketiah,FWD,Crystal Palace,1.5,0,0,0,0,0.0,11,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,102462,0,,,0.0,0,-13491,11161,24652,59,False,0
Ederson Santana de Moraes,GK,Man City,1.5,0,0,0,0,0.0,347,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,611125,0,,,0.0,0,20045,51815,31770,53,True,0
Edson Álvarez Velázquez,MID,West Ham,1.0,0,0,9,0,0.9,511,0.01,0.01,0.00,0.53,295,0,0,0.4,3.2,2025-04-01T18:45:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,14428,0,0,1,0.0,1,-131,188,319,50,False,0
Eiran Cashin,DEF,Brighton,0.0,0,0,0,0,0.0,763,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,1306,0,,,0.0,0,-9,106,115,45,True,0
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,0,0.0,261,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,1498,0,,,0.0,0,-11,0,11,40,False,0
Elliot Anderson,MID,Nott'm Forest,4.2,0,0,10,1,3.0,423,0.02,0.02,0.00,0.72,294,0,0,1.2,7.4,2025-04-01T19:00:00Z,66,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,31339,1,0,1,2.0,3,-178,1450,1628,50,True,0
Elyh Harrison,GK,Man Utd,-0.5,0,0,0,0,0.0,761,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,548,0,0,1,0.0,0,10,49,39,40,False,0
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,928,0,,,0.0,0,-5,0,5,45,False,0
Emerson Palmieri dos Santos,DEF,West Ham,1.0,0,0,-1,0,0.8,520,0.00,0.07,0.07,0.37,295,0,0,0.4,0.0,2025-04-01T18:45:00Z,13,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,65147,0,0,1,4.0,1,-1867,535,2402,44,False,0
Emile Smith Rowe,MID,Fulham,1.8,0,0,13,0,6.3,19,0.02,0.02,0.00,1.25,291,1,0,1.6,7.2,2025-04-01T18:45:00Z,66,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,915133,1,1,2,2.0,2,-27524,3742,31266,51,False,0
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,0,0.0,31,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,7231,0,,,0.0,0,-77,0,77,51,False,0
Emiliano Martínez Romero,GK,Aston Villa,0.0,0,0,0,0,0.0,47,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,1330187,0,,,0.0,0,68699,129933,61234,50,False,0
Emil Krafth,DEF,Newcastle,0.5,0,0,0,0,0.0,405,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,9805,0,,,0.0,0,21,80,59,43,True,0
Emmanuel Agbadou,DEF,Wolves,4.0,0,2,30,1,1.1,720,0.00,0.03,0.03,1.02,295,0,0,1.8,16.2,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,17855,1,0,1,1.0,8,2104,8984,6880,40,True,0
Emmanuel Dennis,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,430,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,23297,0,0,1,0.0,0,-313,0,313,49,True,0
Endo Wataru,MID,Liverpool,1.5,0,0,0,0,0.0,320,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,14375,0,,,0.0,0,-10,200,210,46,True,0
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,65,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,7283,0,,,0.0,0,-166,29,195,54,True,0
Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,4211,0,0,1,0.0,0,-49,121,170,44,True,0
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0.0,30,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,1976,0,,,0.0,0,-2,0,2,49,False,0
Enzo Fernández,MID,Chelsea,3.2,0,0,0,0,0.0,168,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,434926,0,,,0.0,0,-31936,25054,56990,47,True,0
Enzo Maresca,AM,Chelsea,3.5,0,0,0,0,0.0,740,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,8231,0,,,0.0,0,-1160,169,1329,15,True,0
Eric da Silva Moreira,MID,Nott'm Forest,0.5,0,0,0,0,0.0,428,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,10772,0,0,1,0.0,0,1207,1832,625,43,True,0
Erling Haaland,FWD,Man City,0.0,0,0,0,0,0.0,351,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,2936140,0,,,0.0,0,-527025,139430,666455,148,True,0
Ethan Brierley,MID,Brentford,-0.5,0,0,0,0,0.0,87,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,8817,0,,,0.0,0,-60,145,205,44,False,0
Ethan Nwaneri,MID,Arsenal,3.2,1,0,16,1,29.2,12,0.26,0.38,0.12,0.15,291,0,0,8.6,31.0,2025-04-01T18:45:00Z,65,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,377107,1,1,2,26.0,6,-122566,9989,132555,46,True,0
Ethan Pinnock,DEF,Brentford,0.8,0,0,0,0,0.0,104,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,35092,0,,,0.0,0,253,1497,1244,44,False,0
Ethan Wheatley,FWD,Man Utd,0.0,0,0,0,0,0.0,648,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,124245,0,0,1,0.0,0,-4114,0,4114,45,False,0
Evan Ferguson,FWD,West Ham,1.0,0,0,-2,0,1.8,123,0.00,0.31,0.31,0.35,295,1,0,0.6,0.0,2025-04-01T18:45:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,32218,1,0,1,5.0,1,-1922,765,2687,55,False,0
Ezra Mayers,DEF,West Ham,0.0,0,0,0,0,0.0,686,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,2519,0,0,1,0.0,0,-38,54,92,40,False,0
Ezri Konsa Ngoyo,DEF,Aston Villa,3.5,0,0,0,0,0.0,44,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,653219,0,,,0.0,0,85250,120719,35469,44,False,0
Fabian Hürzeler,AM,Brighton,4.3,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,13626,0,,,0.0,0,-927,501,1428,11,True,0
Fabian Schär,DEF,Newcastle,3.5,0,0,0,0,0.0,415,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,189789,0,,,0.0,0,25723,32220,6497,54,True,0
Facundo Buonanotte,MID,Leicester,0.2,0,0,0,0,0.0,117,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,53522,0,,,0.0,0,-1957,1025,2982,46,False,0
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,0,0.0,384,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,763,0,0,1,0.0,0,-3,0,3,50,False,0
Federico Chiesa,MID,Liverpool,1.0,0,0,0,0,0.0,636,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,19443,0,,,0.0,0,1313,1681,368,68,True,0
Felipe Rodrigues da Silva,DEF,Nott'm Forest,1.2,0,0,6,0,0.1,653,0.00,0.08,0.08,1.13,294,0,0,2.4,7.0,2025-04-01T19:00:00Z,50,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,11585,0,0,1,17.0,1,-278,164,442,45,True,0
Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,0,0.0,628,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,10023,0,,,0.0,0,-195,20,215,44,True,0
Filip Jørgensen,GK,Chelsea,0.5,0,0,0,0,0.0,581,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,84412,0,,,0.0,0,-18488,867,19355,42,True,0
Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,79,0,,,0.0,0,0,0,0,40,False,0
Flynn Downes,MID,Southampton,-0.2,0,0,0,0,0.0,518,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,4294,0,,,0.0,0,-114,24,138,47,True,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,3.8,0,0,0,0,0.0,617,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,429578,0,,,0.0,0,62678,143433,80755,57,True,0
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,537,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,7318,0,0,1,0.0,0,-39,0,39,45,True,0
Franco Umeh-Chibueze,MID,Crystal Palace,0.5,0,0,0,0,0.0,644,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,3417,0,,,0.0,0,13,159,146,44,False,0
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,1457,0,,,0.0,0,-2,0,2,49,False,0
Fraser Forster,GK,Spurs,-0.5,0,0,0,0,0.0,488,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,42191,0,,,0.0,0,-1982,163,2145,43,False,0
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,0,0.0,276,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,43636,0,,,0.0,0,-506,0,506,45,False,0
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,0,0.0,1,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,1109,0,1,2,0.0,0,-1,0,1,54,True,0
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,0,0.0,314,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,47272,0,,,0.0,0,-2949,45,2994,45,False,0
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,9744,0,0,1,0.0,0,-28,0,28,50,True,0
Gabriel dos Santos Magalhães,DEF,Arsenal,3.2,0,0,3,0,0.2,3,0.00,0.00,0.00,0.00,291,0,0,0.2,1.6,2025-04-01T18:45:00Z,15,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,3664431,1,1,2,0.0,1,207933,290080,82147,64,True,0
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,0,0.0,2,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,123468,0,1,2,0.0,0,-1449,69,1518,65,True,0
Gabriel Martinelli Silva,MID,Arsenal,3.5,1,0,19,0,61.8,9,0.30,0.63,0.33,0.81,291,1,0,12.1,27.8,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,229034,1,1,2,31.0,5,6115,11155,5040,65,True,0
Garang Kuol,MID,Newcastle,0.5,0,0,0,0,0.0,406,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,7433,0,,,0.0,0,41,287,246,44,True,0
Gavin Bazunu,GK,Southampton,0.0,0,0,0,0,0.0,454,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,9277,0,,,0.0,0,-66,0,66,43,True,0
Genesis Antwi,DEF,Chelsea,0.5,0,0,0,0,0.0,787,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,123,0,,,0.0,0,14,27,13,40,True,0
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,2484,0,0,1,0.0,0,-18,0,18,45,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,6338,0,,,0.0,0,-54,0,54,40,False,0
George Hirst,FWD,Ipswich,1.5,0,0,0,0,0.0,272,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,4135,0,,,0.0,0,223,499,276,54,False,0
Georginio Rutter,MID,Brighton,0.0,0,0,0,0,0.0,618,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,59870,0,,,0.0,0,-8500,4780,13280,51,True,0
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,3050,0,,,0.0,0,-10,0,10,49,False,0
Godwill Kukonki,DEF,Man Utd,-0.5,0,0,0,0,0.0,691,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,1538,0,0,1,0.0,0,-10,30,40,40,False,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.7,0,0,0,0,0.0,548,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,11085,0,0,1,0.0,0,-586,214,800,53,True,0
Graham Potter,AM,West Ham,1.3,0,0,0,0,0.0,750,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,1,0,0,0,False,20,0,0,0,0,30,0,17299,0,0,1,0.0,0,-762,845,1607,5,False,0
Guglielmo Vicario,GK,Spurs,0.8,0,0,0,0,0.0,508,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,209990,0,,,0.0,0,1196,6891,5695,48,False,0
Guido Rodríguez,MID,West Ham,0.3,0,0,0,0,0.0,588,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,7034,0,0,1,0.0,0,-40,26,66,48,False,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,-0.5,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,315,0,,,0.0,0,3,11,8,49,False,0
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,0,0.0,67,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,5134,0,,,0.0,0,-28,0,28,45,True,0
Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,287,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,146981,0,,,0.0,0,-11622,0,11622,44,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,3489,0,0,1,0.0,0,-17,0,17,45,False,0
Harrison Armstrong,MID,Everton,0.0,0,0,0,0,0.0,603,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,15664,0,,,0.0,0,-315,0,315,44,False,0
Harrison Reed,MID,Fulham,-0.2,0,0,0,0,0.0,254,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,3025,0,1,2,0.0,0,-28,13,41,47,False,0
Harry Amass,DEF,Man Utd,-0.2,0,0,0,0,0.0,670,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,4002,0,0,1,0.0,0,81,199,118,40,False,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,5823,0,,,0.0,0,-217,0,217,40,False,0
Harry Maguire,DEF,Man Utd,-0.2,0,0,1,0,0.0,377,0.00,0.59,0.59,0.06,294,0,0,2.7,0.0,2025-04-01T19:00:00Z,2,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,67032,0,0,1,29.0,1,-2652,301,2953,49,False,0
Harry Souttar,DEF,Leicester,0.0,0,0,0,0,0.0,303,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,836,0,,,0.0,0,-6,0,6,40,False,0
Harry Toffolo,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,444,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,6108,0,0,1,0.0,0,-34,34,68,42,True,0
Harry Wilson,MID,Fulham,0.0,0,0,0,0,0.0,259,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,24416,0,1,2,0.0,0,-1045,27,1072,52,False,0
Harry Winks,MID,Leicester,0.2,0,0,0,0,0.0,309,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,587183,0,,,0.0,0,-21654,4267,25921,44,False,0
Harvey Barnes,MID,Newcastle,3.5,0,0,0,0,0.0,392,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,118525,0,,,0.0,0,10557,14419,3862,59,True,0
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,1923,0,,,0.0,0,9,56,47,40,True,0
Harvey Elliott,MID,Liverpool,1.5,0,0,0,0,0.0,319,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,25793,0,,,0.0,0,5,475,470,52,True,0
Henry Cartwright,MID,Leicester,-0.5,0,0,0,0,0.0,694,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,566,0,,,0.0,0,23,61,38,45,False,0
Hubert Graczyk,GK,Man Utd,-0.5,0,0,0,0,0.0,783,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,196,0,0,1,0.0,0,20,43,23,40,False,0
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,685,0,0,1,0.0,0,0,0,0,45,True,0
