name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Bobby De Cordova-Reid,MID,Leicester,-0.2,0,0,0,0,0.0,290,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,7218,0,,,0.0,0,-47,146,193,52,False,0
Boubacar Kamara,MID,Aston Villa,0.5,0,0,0,0,0.0,42,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,3910,0,,,0.0,0,47,208,161,50,False,0
Boubacar Traoré,MID,Wolves,0.3,0,0,3,0,0.0,534,0.00,0.00,0.00,0.00,295,0,0,0.4,4.0,2025-04-01T18:45:00Z,1,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,2809,0,0,1,0.0,1,8,62,54,48,True,0
Boubakary Soumaré,MID,Leicester,0.8,0,0,0,0,0.0,285,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,37674,0,,,0.0,0,-1976,688,2664,44,False,0
Brajan Gruda,MID,Brighton,0.3,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,2943,0,,,0.0,0,-1,67,68,54,True,0
Brandon Austin,GK,Spurs,-0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,51227,0,,,0.0,0,-733,295,1028,40,False,0
Brennan Johnson,MID,Spurs,0.2,0,0,0,0,0.0,491,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,255336,0,,,0.0,0,-14258,7299,21557,62,False,0
Bruno Borges Fernandes,MID,Man Utd,8.8,0,0,21,0,84.9,366,0.28,0.47,0.19,0.54,294,1,0,14.6,34.6,2025-04-01T19:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,2344976,1,0,1,26.0,2,324045,552016,227971,86,False,0
Bruno Guimarães Rodriguez Moura,MID,Newcastle,6.0,0,0,0,0,0.0,394,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,304223,0,,,0.0,0,82959,95788,12829,61,True,0
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,115,0,,,0.0,0,-1,0,1,50,False,0
Bryan Mbeumo,MID,Brentford,2.2,0,0,0,0,0.0,99,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,4388739,0,,,0.0,0,-384188,88146,472334,81,False,0
Bukayo Saka,MID,Arsenal,3.2,0,2,26,0,5.4,17,0.12,0.84,0.72,0.66,291,1,1,7.6,35.2,2025-04-01T18:45:00Z,24,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,1405695,0,1,2,35.0,8,435195,483835,48640,102,True,0
Caleb Kporha,DEF,Crystal Palace,0.5,0,0,0,0,0.0,666,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,3926,0,,,0.0,0,-15,65,80,40,False,0
Caleb Okoli,DEF,Leicester,-0.5,0,0,0,0,0.0,301,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,58134,0,,,0.0,0,-4117,196,4313,40,False,0
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,0,0.0,575,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,1845,0,,,0.0,0,-18,0,18,40,True,0
Callan McKenna,GK,Bournemouth,0.5,0,0,0,0,0.0,727,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,1064,0,,,0.0,0,85,169,84,40,True,0
Callum Bates,MID,Everton,-1.0,0,0,0,0,0.0,678,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,1065,0,,,0.0,0,-37,34,71,45,False,0
Callum Hudson-Odoi,MID,Nott'm Forest,4.8,0,0,0,0,0.0,434,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,232502,0,0,1,0.0,0,-26156,15844,42000,53,True,0
Callum Olusesi,MID,Spurs,-0.5,0,0,0,0,0.0,683,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,882,0,,,0.0,0,-6,29,35,45,False,0
Callum Wilson,FWD,Newcastle,1.0,0,0,0,0,0.0,421,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,13531,0,,,0.0,0,1298,2237,939,69,True,0
Calvin Bassey,DEF,Fulham,1.8,0,0,0,0,0.0,241,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,66166,0,1,2,0.0,0,-1078,2030,3108,45,False,0
Cameron Archer,FWD,Southampton,0.2,0,0,0,0,0.0,27,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,140812,0,,,0.0,0,-4309,2716,7025,49,True,0
Cameron Burgess,DEF,Ipswich,-0.2,0,0,0,0,0.0,263,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,228732,0,,,0.0,0,7633,30785,23152,38,False,0
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,1246,0,,,0.0,0,-6,0,6,45,False,0
Cameron Peupion,MID,Brighton,0.0,0,0,0,0,0.0,140,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,5693,0,,,0.0,0,-111,0,111,44,True,0
Caoimhin Kelleher,GK,Liverpool,1.0,0,0,0,0,0.0,325,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,127760,0,,,0.0,0,3834,9047,5213,40,True,0
Carlos Henrique Casimiro,MID,Man Utd,0.5,0,0,5,0,22.7,368,0.05,0.15,0.10,0.32,294,1,0,6.0,12.8,2025-04-01T19:00:00Z,58,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,46503,1,0,1,24.0,0,-421,368,789,47,False,1
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.5,0,0,0,0,0.0,427,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,15821,0,0,1,0.0,0,-231,203,434,41,True,0
Carlos Roberto Forbs Borges,MID,Wolves,0.0,0,0,0,0,0.0,655,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,3478,0,0,1,0.0,0,-64,67,131,54,True,0
Carlos Vinícius Alves Morais,FWD,Fulham,-0.5,0,0,0,0,0.0,258,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,37808,0,1,2,0.0,0,-97,764,861,50,False,0
Carlos Alcaraz Durán,MID,Everton,-0.3,0,0,0,0,0.0,450,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,8137,0,,,0.0,0,-1468,296,1764,49,False,0
Carlos Baleba,MID,Brighton,1.0,0,0,0,0,0.0,115,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,17240,0,,,0.0,0,-92,587,679,50,True,0
Carlos Soler,MID,West Ham,1.0,0,0,5,0,2.0,654,0.03,0.03,0.00,0.53,295,0,0,0.7,3.0,2025-04-01T18:45:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,3509,0,0,1,2.0,1,-120,55,175,50,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,7184,0,,,0.0,0,467,1005,538,39,True,0
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,0,0.0,161,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,4597,0,,,0.0,0,-48,0,48,47,True,0
Cesare Casadei,MID,Chelsea,0.0,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,11358,0,,,0.0,0,-205,0,205,44,True,0
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,4779,0,,,0.0,0,-21,10,31,43,False,0
Charlie Taylor,DEF,Southampton,-0.5,0,0,0,0,0.0,475,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,428073,0,,,0.0,0,-15654,905,16559,39,True,0
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0.0,193,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,4903,0,,,0.0,0,-36,12,48,48,False,0
Chido Obi-Martin,FWD,Man Utd,-0.2,0,0,0,0,0.0,776,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,18688,0,0,1,0.0,0,856,4796,3940,45,False,0
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,0,0.0,632,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,836,0,,,0.0,0,15,29,14,48,False,0
Christian Eriksen,MID,Man Utd,1.2,0,0,2,0,26.3,370,0.04,0.05,0.01,0.23,294,0,0,3.2,5.2,2025-04-01T19:00:00Z,31,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,19847,0,0,1,0.0,0,21,253,232,52,False,1
Christian Nørgaard,MID,Brentford,3.5,0,0,0,0,0.0,101,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,21932,0,,,0.0,0,2138,3577,1439,48,False,0
Christian Walton,GK,Ipswich,-0.5,0,0,0,0,0.0,283,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,19698,0,,,0.0,0,-345,253,598,43,False,0
Christopher Nkunku,MID,Chelsea,2.2,0,0,0,0,0.0,181,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,288940,0,,,0.0,0,-31123,3600,34723,57,True,0
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,0,0.0,72,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,2836,0,,,0.0,0,-8,0,8,44,True,0
Chris Richards,DEF,Crystal Palace,0.0,0,0,0,0,0.0,194,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,29196,0,,,0.0,0,5317,8715,3398,44,False,0
Chris Wood,FWD,Nott'm Forest,1.4,0,0,0,0,0.0,447,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,4373949,0,0,1,0.0,0,-1225453,40792,1266245,72,True,0
Cieran Slicker,GK,Ipswich,-0.5,0,0,0,0,0.0,280,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,70937,0,,,0.0,0,-2598,1762,4360,39,False,0
Claudio Echeverri,MID,Man City,0.5,0,0,0,0,0.0,785,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,386,0,,,0.0,0,-47,85,132,60,True,0
Coby Ebere,MID,Everton,-1.0,0,0,0,0,0.0,775,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,137,0,,,0.0,0,1,17,16,45,False,0
Cody Gakpo,FWD,Liverpool,1.0,0,0,0,0,0.0,321,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,730309,0,,,0.0,0,-50096,39206,89302,74,True,0
Cole Palmer,MID,Chelsea,0.6,0,0,0,0,0.0,182,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,4918946,0,,,0.0,0,-1284774,57115,1341889,108,True,0
Conor Bradley,DEF,Liverpool,0.8,0,0,0,0,0.0,313,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,28000,0,,,0.0,0,2480,3784,1304,47,True,0
Conor Chaplin,MID,Ipswich,-0.2,0,0,0,0,0.0,265,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,8214,0,,,0.0,0,-67,14,81,51,False,0
Conor Coady,DEF,Leicester,0.5,0,0,0,0,0.0,288,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,36734,0,,,0.0,0,-836,742,1578,40,False,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,14881,0,,,0.0,0,-36,0,36,59,True,0
Conor Townsend,DEF,Ipswich,-0.5,0,0,0,0,0.0,583,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,66532,0,,,0.0,0,-1311,445,1756,39,False,0
Corrie Ndaba,DEF,Ipswich,0.0,0,0,0,0,0.0,279,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,406,0,,,0.0,0,-1,0,1,40,False,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,15008,0,0,1,0.0,0,-171,89,260,43,True,0
Cristian Romero,DEF,Spurs,2.5,0,0,0,0,0.0,498,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,388637,0,,,0.0,0,1842,3969,2127,49,False,0
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,33564,0,0,1,0.0,0,-250,52,302,55,False,0
Curtis Jones,MID,Liverpool,1.5,0,0,0,0,0.0,324,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,29235,0,,,0.0,0,-240,727,967,53,True,0
Daichi Kamada,MID,Crystal Palace,1.0,0,0,0,0,0.0,205,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,11710,0,,,0.0,0,43,199,156,51,False,0
Damola Ajayi,MID,Spurs,-0.5,0,0,0,0,0.0,729,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,814,0,,,0.0,0,27,88,61,45,False,0
Dane Scarlett,FWD,Spurs,-0.2,0,0,0,0,0.0,500,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,87057,0,,,0.0,0,2881,15341,12460,44,False,0
Dango Ouattara,MID,Bournemouth,1.2,0,0,0,0,0.0,74,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,351888,0,,,0.0,0,-149345,12513,161858,50,True,0
Daniel Adu-Adjei,FWD,Bournemouth,0.5,0,0,0,0,0.0,722,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,5343,0,,,0.0,0,-41,393,434,45,True,0
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,181979,0,0,1,0.0,0,-3494,6183,9677,39,True,0
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,2247,0,0,1,0.0,0,-7,0,7,55,True,0
Daniel Iversen,GK,Leicester,-0.5,0,0,0,0,0.0,294,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,90420,0,,,0.0,0,-2755,1129,3884,39,False,0
Daniel Jebbison,FWD,Bournemouth,0.8,0,0,0,0,0.0,69,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,124376,0,,,0.0,0,-3410,3820,7230,45,True,0
Daniel Muñoz,DEF,Crystal Palace,3.5,0,0,0,0,0.0,211,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,2196853,0,,,0.0,0,547166,604756,57590,51,False,0
Danilo dos Santos de Oliveira,MID,Nott'm Forest,1.2,0,0,3,0,1.4,429,0.00,0.00,0.00,0.54,294,0,0,0.1,0.0,2025-04-01T19:00:00Z,39,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,2913,1,0,1,0.0,1,-28,79,107,47,True,0
Danny Ings,FWD,West Ham,0.3,0,0,0,0,0.0,523,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,138855,0,0,1,0.0,0,-1862,1496,3358,49,False,0
Danny Ward,GK,Leicester,-0.5,0,0,0,0,0.0,308,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,243392,0,,,0.0,0,-1014,10211,11225,39,False,0
Danny Welbeck,FWD,Brighton,0.7,0,0,0,0,0.0,148,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,659697,0,,,0.0,0,-20948,7507,28455,55,True,0
Dante Cassanova,DEF,Spurs,-0.5,0,0,0,0,0.0,760,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,709,0,,,0.0,0,16,48,32,40,False,0
Dan Burn,DEF,Newcastle,3.0,0,0,0,0,0.0,395,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,953445,0,,,0.0,0,263507,321656,58149,44,True,0
Dara O'Shea,DEF,Ipswich,1.2,0,0,0,0,0.0,630,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,151655,0,,,0.0,0,-1279,15898,17177,39,False,0
Darwin Núñez Ribeiro,FWD,Liverpool,6.0,0,0,0,0,0.0,316,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,241120,0,,,0.0,0,9103,19214,10111,70,True,0
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,6348,0,,,0.0,0,-13,0,13,54,True,0
David Brooks,MID,Bournemouth,1.2,0,0,0,0,0.0,62,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,4157,0,,,0.0,0,-38,299,337,49,True,0
David Moyes,AM,Everton,1.7,0,0,0,0,0.0,742,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,48112,0,,,0.0,0,-10189,582,10771,5,False,0
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,212,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,108,0,,,0.0,0,0,0,0,45,False,0
David Raya Martin,GK,Arsenal,4.2,0,0,11,0,0.1,15,0.00,0.00,0.00,0.81,291,1,0,2.1,21.0,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,30,2,3312515,1,1,2,0.0,2,331238,388369,57131,55,True,0
Dean Henderson,GK,Crystal Palace,5.5,0,0,0,0,0.0,201,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,1568628,0,,,0.0,0,82930,179438,96508,46,False,0
Dean Huijsen,DEF,Bournemouth,0.8,0,0,0,0,0.0,580,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,519942,0,,,0.0,0,-15390,38999,54389,45,True,0
Declan Rice,MID,Arsenal,5.2,0,0,12,0,30.2,16,0.12,0.46,0.34,0.81,291,1,0,5.6,9.0,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,335334,1,1,2,17.0,1,5635,14747,9112,62,True,1
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.0,0,0,0,0,0.0,165,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,15917,0,,,0.0,0,-235,0,235,49,True,0
Dejan Kulusevski,MID,Spurs,-0.2,0,0,0,0,0.0,492,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,305644,0,,,0.0,0,-43162,451,43613,62,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,474,0,,,0.0,0,-1,0,1,55,True,0
Dermot Mee,GK,Man Utd,-0.5,0,0,0,0,0.0,788,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,116,0,0,1,0.0,0,40,69,29,40,False,0
Destiny Udogie,DEF,Spurs,0.2,0,0,0,0,0.0,505,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,165275,0,,,0.0,0,-381,1445,1826,48,False,0
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,0,0.0,35,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,33673,0,,,0.0,0,-290,0,290,45,False,0
Diego Gómez,MID,Brighton,1.0,0,0,0,0,0.0,714,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,2118,0,,,0.0,0,35,172,137,55,True,0
